fname,speaker,seq,utter,stime,etime,wcount,emotion,senti,key_phrase
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,180,It would be very interesting.,2822,2824,5,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,181,How interested would you be purchasing this hypothetical hematology Analyzer?,2824,2829,10,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,182,Of course. 5.,2829,2831,3,Happy,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,183,"5. Alright, what impact would Brand or the manufacturer have on your interest?",2832,2840,13,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,184,"If somebody came to say someone came to me with an instrument with this, it wouldn't have any impact.",2842,2850,19,Surprise,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,185,"Okay, so you made the comment earlier that when you looked two years ago that Avage technology at that point was the same have been not improved. What if it came to you with this? What would your reaction be like?",2852,2870,41,Surprise,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,186,You guys knocked it out of the Park. You've been you've been busy.,2870,2873,13,Fear,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,187,"Alright, what about is Max? What if they came to you?",2874,2879,11,Surprise,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,188,"I wouldn't be. I wouldn't be. If they ever came to me with that, I'd be a little bit surprised. But happy. A happy surprise is mix. I would expect it, I guess. And even. Well, Beckman, I guess it'd be a little bit surprised too. It seems like there is no working overly hard.",2879,2904,55,Surprise,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,189,"Right? But if this were SIS Max, you wouldn't really be surprised. You kind of expect this.",2905,2912,17,Happy,Negative,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,190,"Yeah, exactly.",2913,2913,2,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,191,But the other two to have an Abbot. And back when culture you would be surprised. Why would you be surprised if either of those came to you with this?,2915,2928,30,Surprise,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,192,"Well, because you're you going. How do I compare that to something else? You're kind of jumping like three generations and coming up with something a concept that's completely different than what your current instrument is doing. Like, usually everything works in steps. So when you build a race car, you don't go from a Ford Pinto to Ferrari. No call from right. You improve each year or each model you don't jump over. And that's why it wouldn't be doing. I think that we doing too. I mean, Yeah, it's a pretty large chunk too, but not as much of a jump as the other guys.",2928,2990,107,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,193,"Okay, but with the company that brought this to you, would it impact your interest in purchasing it after you got over your surprise?",2991,3003,24,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,194,"Yes. No, there's no vendor like I wouldn't buy it because it's her. I wouldn't buy it because it's. I'm not saying that. I'm just saying that they've been a little bit behind in the R and D and it is has been the leader. So it'd be. Oh man, you guys feel like you did a great job. You've been busy. Okay, so definitely would not say, Oh, I'm not getting it because it's this company that company.",3007,3041,79,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,195,"Alright, how would you suggest improving this concept? Any features to add anything else.",3042,3053,14,Sad,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,196,"On the key features? This is say, can you bring up the previous slide and I read that first more efficient. So you got that more productive. So you got that on slide six and the next 1 7. It alludes to quality statements, but it never comes out and says something about quality.",3055,3101,54,Surprise,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,197,What would you want to hear?,3103,3105,6,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,198,"Well, the results are like in your key features that are the indented bullet points. I think you're I think you're hidden quality statements on all these, but there's not an overarching quality statement saying that, like, say on these indented up to reduction and treated for bloodstream reviews based on. But maybe before that he had, like superior quality due to the the next point or something like that. Okay, so we ask you that leading quality, leading quality, leading technology quality or something due to this is the Us.",3106,3167,91,Surprise,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,199,"Okay, so what's presented here on the key features, does that say to you this is an Analyzer that provides high quality results.",3168,3182,23,Surprise,Positive,high quality results
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,200,"It does, but you got to but you have to read between the lines.",3182,3187,14,Fear,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,201,Okay. Alright. Anything else you would add to this? Any other features?,3187,3195,12,Sad,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,202,I'd probably move that subsist detected module so higher in the bullets.,3195,3205,12,Fear,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,203,Okay.,3207,3208,1,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,204,"I mean, because I can say that anybody that goes does. And I know Hematology, a lot of people have been talking about it on the substance detection, but there's nothing out there that is clear. So I'd probably move that. I'd probably expand on that a little bit. Like what is the indicator and move it up in the bullets.",3209,3235,61,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,205,"Alright. Now, how would you expect this concept to be priced compared to currently available analyzers? So.",3236,3256,17,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,206,Unfortunately the price will go up.,3258,3261,6,Sad,Negative,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,207,By how much?,3265,3267,3,Happy,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,208,"I have no idea. Better. Now, I guess the good part about Hematology is that you do so many test. If you said charge you 10 cents more per test on the on the outside, what 10 cents? What's transactional? Big deal. But if you start adding 10 cents to every single specimen that adds up.",3268,3297,56,Surprise,Negative,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,209,So what could you what would you find acceptable in terms of pricing for this instrument? More?,3301,3314,17,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,210,"Let's see. Okay. Be pretty high. Okay. 10. You could probably live with on the low side, I would say. And then kind of in the middle of that, I would say. And then when it gets to be too expensive, Let's say up at, like around and then maybe. And then it's price too high would be.",3318,3359,58,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,211,Okay. Excellent. Thank you.,3360,3362,4,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,212,Now.,3362,3363,1,Happy,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,213,"We looked at this list earlier. Okay. So Here's the sample types and here the parameters again, if you think about sample types and Analyzer to perform the test on them. So every Analyzer needs to do this. So sort of a nice to have. And then what's? Where the. It's a large enough benefit that it could drive decision making if the instrument could do the test. So you've got again, you've got three buckets. You've got it's important. It's nice to have or it's not needed.",3365,3423,88,Fear,Positive,sample types
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,214,"Alright. Well, I think everything's need. So it's going to be hard to move up into that bucket unless it's the other. So you have to have you have to have Hemo Cove and you have to have blood. Want would probably be all your all your fluids. And we Let's put sperm in the last bucket. So all your synovial fluid, plural fluids, amniotic fluid, bone marrow. Let's put that in the second bucket. A Bronco would be in the second bucket and then we could put sperm in the last bucket.",3423,3472,93,Sad,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,215,So you will do sperm or not? Doesn't matter.,3472,3476,9,Sad,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,216,"Yeah. I mean, these days, no firm counts are perfect. Ectomy. It's certainly not a difficult test, but I'm not overly concerned with sperm counts.",3477,3497,25,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,217,"Alright. And then on the other list, same sort of thing. Sort of a game changer. This is expected or it's not needed or it doesn't really matter.",3500,3514,28,Surprise,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,218,"Now, Let's see that MDW now that's that's for your sepsis one distribution with. Yeah. So I forgot, I'm assuming from the that the analyzer. If the Analyzer X is used in that MDW, then we certainly want to keep that MTV for sure. Okay. I think that the plays a role. And so I got the new Oh, the IG number now. Egc.",3517,3592,64,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,219,Early granulate sales.,3598,3600,3,Happy,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,220,"Is that in? Is that for all peripheral blood, or is it bone marrow?",3601,3612,14,Fear,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,221,"You know, would you want both?",3614,3617,6,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,222,"Well, if you can get that in peripheral blood. Yeah, for sure. I mean, both of them would be great, but I'm not sure it can be done. Well, I guess you guys can do anything. I'm not sure if it can be done in peripheral.",3618,3638,46,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,223,"All right. But if it could be you'd like it, otherwise it'd be the marrow.",3639,3646,15,Fear,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,224,Yes. Okay.,3649,3652,2,Sad,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,225,Alright. Good enough. Now this last slide is about MVW.,3653,3667,10,Happy,Positive,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,A,226,There you go.,3667,3669,3,Happy,Neutral,none
Hematology Study_ Lab Director _Record No. 656_BW_ W-TDI _US_21052021 1430Hrs EST.mp4,B,227,"And this describes it. So if MDW were included as capability in this and our hypothetical Analyzer, what does that do to your interest?",3671,3688,24,Happy,Positive,none
